FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A5455F3C61553E401B674567E8FA4D40.jpg	видны листья округлой формы и нет явных признаков иголок или чешуйчатой хвои
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FA72182CD2553E40F954B3A630FE4D40.jpg	 наличием игольчатой хвои, которая густо покрывает ветви и создает характерную текстуру кроны, а также конической формой самого дерева, типичной для многих хвойных пород.
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A5315A4755B24E40A64D30F764974B40.jpg	Это не хвойное дерево, потому что на нем отчетливо видны плоские, широкие листья, расположенные на ветвях, образующих пышную крону, характерную для лиственных пород
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FC8A72BF7C4D3E4098BB619EBFF84D40.jpg	ветви покрыты короткими, тонкими иглами, образующими плотную, пушистую текстуру кроны, общий силуэт дерева напоминает конус или пирамиду.
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FCD0E12EB6CB4240BB4DF20230DD4B40.jpg	имеет характерную конусообразную форму кроны, а текстура листьев напоминает мелкую хвою
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A540F2103E573E4080A5E6B797094E40.jpg	видны широкие листья и отсутствуют иголки, а форма кроны и текстура листьев характерны для лиственных пород растений.
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FB3510CDE7CE4240AA180A7F96DE4B40.jpg	видны характерные игольчатые листья, собранные в пучки и радиально расходящиеся от ветвей
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FF7F6EF875CF4240FCB8478064E04B40.jpg	крона имеет коническую или пирамидальную форму, а текстура поверхности подразумевает наличие мелких, плотно расположенных листьев, похожих на хвою
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FC4AF4EDB5773E4056D68CC5DCF14D40.jpg	отчетливо видна игольчатая хвоя, покрывающая ветви
FALSE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000A53B22BB9FD24240CB80FA69B8E04B40.jpg	видны широкие, плоские листья с видимыми прожилками, характерными для лиственных пород
TRUE	https://new-projects-team-public.s3.yandex.net/shad_homework_3/0101000020E6100000FBCF5803AD6D3E40FD53DF3669F74D40.jpg	видны элементы, напоминающие по форме и расположению иголки или чешуйчатую хвою, а также общая текстура кроны характерна для некоторых хвойных пород.
